DATAFLOW,LAST UPDATE,freq,citizen,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LU,2004-01-01,1575.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LV,2004-01-01,5.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,MT,2004-01-01,995.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,NL,2004-01-01,9780.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,NO,2004-01-01,7950.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PL,2004-01-01,7925.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PT,2004-01-01,115.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,RO,2004-01-01,545.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SE,2004-01-01,23160.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SI,2004-01-01,1090.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SK,2004-01-01,11395.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,UK,2004-01-01,40625.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,AT,2005-01-01,22460.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BE,2005-01-01,12575.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BG,2005-01-01,700.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CH,2005-01-01,9350.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CY,2005-01-01,7715.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CZ,2005-01-01,3590.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DE,2005-01-01,28915.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DK,2005-01-01,2280.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EE,2005-01-01,10.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EL,2005-01-01,9050.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,ES,2005-01-01,5050.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FI,2005-01-01,3595.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FR,2005-01-01,49735.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,HU,2005-01-01,1610.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IE,2005-01-01,4305.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IS,2005-01-01,85.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IT,2005-01-01,9345.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LT,2005-01-01,100.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LU,2005-01-01,800.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LV,2005-01-01,20.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,MT,2005-01-01,1165.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,NL,2005-01-01,12345.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,NO,2005-01-01,5400.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PL,2005-01-01,5240.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PT,2005-01-01,115.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,RO,2005-01-01,485.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SE,2005-01-01,17530.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SI,2005-01-01,1550.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SK,2005-01-01,3550.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,UK,2005-01-01,30840.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,AT,2006-01-01,13350.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BE,2006-01-01,8870.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BG,2006-01-01,500.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CH,2006-01-01,9315.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CY,2006-01-01,4540.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CZ,2006-01-01,2730.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DE,2006-01-01,21030.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DK,2006-01-01,1960.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EE,2006-01-01,5.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EL,2006-01-01,12265.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,ES,2006-01-01,5295.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FI,2006-01-01,2275.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FR,2006-01-01,30750.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,HU,2006-01-01,2115.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IE,2006-01-01,4240.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IS,2006-01-01,40.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IT,2006-01-01,10350.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LT,2006-01-01,145.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LU,2006-01-01,525.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LV,2006-01-01,10.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,MT,2006-01-01,1270.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,NL,2006-01-01,14465.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,NO,2006-01-01,5320.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PL,2006-01-01,4225.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PT,2006-01-01,130.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,RO,2006-01-01,380.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SE,2006-01-01,24320.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SI,2006-01-01,500.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SK,2006-01-01,2850.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,UK,2006-01-01,28320.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,AT,2007-01-01,11920.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BE,2007-01-01,11575.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BG,2007-01-01,815.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CH,2007-01-01,9525.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CY,2007-01-01,6780.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CZ,2007-01-01,1585.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DE,2007-01-01,19165.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DK,2007-01-01,2225.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EE,2007-01-01,15.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EL,2007-01-01,25115.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,ES,2007-01-01,7195.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FI,2007-01-01,1405.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FR,2007-01-01,29160.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,HU,2007-01-01,3420.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IE,2007-01-01,3935.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IT,2007-01-01,14055.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LT,2007-01-01,125.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LU,2007-01-01,425.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LV,2007-01-01,35.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,MT,2007-01-01,1380.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,NL,2007-01-01,7100.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PL,2007-01-01,7205.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PT,2007-01-01,225.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,RO,2007-01-01,660.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SE,2007-01-01,36205.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SI,2007-01-01,370.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SK,2007-01-01,2640.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,UK,2007-01-01,27905.0,,
